noise_strength,observer,current_time,current_v,probe_auc,recovery_probability,mean_future_v_min,std_future_v_min
0.05,slow_observer,216.0,-0.8480236602913911,1.9571428571428573,0.0,-1.098279992272168,0.03444232764354995
0.05,slow_observer,216.0,-0.8480236602913911,2.085714285714286,0.0,-1.192054205586916,0.03422730257240642
0.05,slow_observer,216.0,-0.8480236602913911,2.2142857142857144,0.0,-1.2858668236552755,0.034039507910810715
0.05,slow_observer,216.0,-0.8480236602913911,2.3428571428571434,0.0,-1.3797798745942258,0.0339023046963259
0.05,slow_observer,216.0,-0.8480236602913911,2.4714285714285715,0.0,-1.4737391372012822,0.03377014866694049
0.05,slow_observer,216.0,-0.8480236602913911,2.6000000000000005,0.0,-1.5678724704000466,0.03363213961081848
0.05,slow_observer,216.0,-0.8480236602913911,2.7285714285714286,0.0,-1.6620282923046474,0.033502770761891704
0.05,slow_observer,216.0,-0.8480236602913911,2.8571428571428577,0.0,-1.7561841142092482,0.033382039352581924
0.05,slow_observer,216.0,-0.8480236602913911,2.9857142857142858,0.0,-1.8503399361138484,0.033270039414495065
0.05,slow_observer,216.0,-0.8480236602913911,3.1142857142857148,0.0,-1.944495758018449,0.03316685940269172
0.05,slow_observer,216.0,-0.8480236602913911,3.242857142857143,0.0,-2.038696191366814,0.0330645254236119
0.05,slow_observer,216.0,-0.8480236602913911,3.371428571428572,0.0,-2.1330044350214616,0.03294771266205403
0.05,slow_observer,216.0,-0.8480236602913911,3.5,0.0,-2.2274402984901447,0.032810119124661814
0.05,slow_observer,224.0,-2.0431543941583787,0.8,0.16666666666666666,-2.0431543941583787,0.0
0.05,slow_observer,224.0,-2.0431543941583787,0.9285714285714286,0.16666666666666666,-2.0431543941583787,0.0
0.05,slow_observer,224.0,-2.0431543941583787,1.0571428571428572,0.0,-2.0431543941583787,0.0
0.05,slow_observer,224.0,-2.0431543941583787,1.185714285714286,0.0,-2.0431543941583787,0.0
0.05,slow_observer,224.0,-2.0431543941583787,1.3142857142857145,0.0,-2.0431543941583787,0.0
0.05,slow_observer,224.0,-2.0431543941583787,1.442857142857143,0.0,-2.0431543941583787,0.0
0.05,slow_observer,224.0,-2.0431543941583787,1.5714285714285716,0.0,-2.0431543941583787,0.0
0.05,slow_observer,224.0,-2.0431543941583787,1.7000000000000002,0.0,-2.0431543941583787,0.0
0.05,slow_observer,224.0,-2.0431543941583787,1.8285714285714287,0.0,-2.0431543941583787,0.0
0.05,slow_observer,224.0,-2.0431543941583787,1.9571428571428573,0.0,-2.0431543941583787,0.0
0.05,slow_observer,224.0,-2.0431543941583787,2.085714285714286,0.0,-2.0431543941583787,0.0
0.05,slow_observer,224.0,-2.0431543941583787,2.2142857142857144,0.0,-2.0431543941583787,0.0
0.05,slow_observer,224.0,-2.0431543941583787,2.3428571428571434,0.0,-2.0431543941583787,0.0
0.05,slow_observer,224.0,-2.0431543941583787,2.4714285714285715,0.0,-2.0431543941583787,0.0
0.05,slow_observer,224.0,-2.0431543941583787,2.6000000000000005,0.0,-2.0449817204141367,0.0040860257249450286
0.05,slow_observer,224.0,-2.0431543941583787,2.7285714285714286,0.0,-2.0965039187365035,0.03184162165730624
0.05,slow_observer,224.0,-2.0431543941583787,2.8571428571428577,0.0,-2.189306864235005,0.0327061653618465
0.05,slow_observer,224.0,-2.0431543941583787,2.9857142857142858,0.0,-2.2829790972443083,0.03209481319609216
0.05,slow_observer,224.0,-2.0431543941583787,3.1142857142857148,0.0,-2.3766513302536123,0.03148921511791133
